"","eV","BSLE_0013-solid_P-XANES.xmu.nor","BSLE_0007-solid_P-XANES.xmu.nor","BSLE_0002-solid_P-XANES.xmu.nor","BSLE_0050-solid_P-XANES.xmu.nor","BSLE_0014-solid_P-XANES.xmu.nor","BSLE_0011-solid_P-XANES.xmu.nor","BSLE_0072-solid_P-XANES.xmu.nor"
"19",2141.56,0.023052681,0.0015408061,-0.0058469127,0.00060619261,-5.4805175e-05,-0.0013794378,6.7469767e-05
"20",2141.66,0.011762699,0.0032476252,0.00139495,-0.0014015848,-0.015582022,-0.0022314413,0.00097643777
"21",2141.76,0.024897233,-0.0018860994,-0.0090674335,0.0010239166,-0.0057693163,-0.0065733853,0.00025372172
"22",2141.86,0.017334565,-6.7140182e-05,-0.010554577,-0.0033910139,-0.0040233329,-0.0023679968,-0.0009843794
"23",2141.96,0.019337661,-0.00085634176,-0.003269623,-0.0018702264,0.015781889,-0.0034692818,-0.001320741
"24",2142.06,0.021209443,0.00056831857,-0.0035071272,-0.00085867913,-0.00055101699,0.0054573466,-0.0016231859
"25",2142.16,0.013970011,-0.0013820753,-0.013113846,0.00029191601,-0.0024601134,-0.0011810085,-0.0010032465
"26",2142.26,0.0021850748,-0.0012705389,-0.009060718,0.0017838104,0.0041986117,0.00098480445,-8.3956028e-05
"27",2142.36,0.015097383,-0.00031976081,0.00046496783,0.0015240631,0.0044314707,-0.0033004847,0.00031478813
"28",2142.46,0.026848062,-0.00079786414,0.0028867941,0.0014015578,-0.0090618706,-0.0010553549,0.00044514865
"29",2142.56,0.040901797,-0.0012614978,-0.0013150823,-0.0020707366,-0.018408858,-0.0010650893,-0.0010414285
"30",2142.66,0.038975557,-0.00055670433,0.0036060221,-0.0018447194,0.0023101339,-0.0090744924,-0.001382214
"31",2142.76,0.034726058,-0.0018631972,-0.013615493,-0.0023518635,0.0066303939,-0.0044762967,-0.0020009683
"32",2142.86,0.024860335,-0.0020157326,-0.008712856,-0.00066494095,0.012267269,0.0042312661,-0.0008346764
"33",2142.96,0.0084086794,-0.003962509,-0.0098614271,-9.9430266e-05,-0.011876897,0.0039231494,-0.00015796347
"34",2143.06,0.024361426,0.00029459228,0.0095074748,0.00077306918,0.0022983234,0.00052545338,-0.00026501924
"35",2143.16,0.033334296,0.00040974606,0.0035758025,0.0036807235,0.0054297,-0.0025474214,0.00038957416
"36",2143.26,0.019549337,-0.001301898,0.012344318,0.0034823739,0.0013982991,-0.0053294678,0.0025084805
"37",2143.36,0.037310185,0.0044094067,0.0046951612,0.00076671653,0.0040580525,-0.0064534147,-0.0011391748
"38",2143.46,0.038242562,-0.0019614761,0.011315282,0.00018011647,0.0036129531,-0.0051336479,-0.00076623681
"39",2143.56,0.035982984,-0.0011626297,-0.008054627,0.003448934,0.011804454,-0.0023446313,-0.00046260663
"40",2143.66,0.04410736,0.0050189398,-0.0051403321,0.00045337513,-0.00087337253,-0.0025734312,-0.00097813641
"41",2143.76,0.040272007,0.0024101753,-0.0020167381,-0.0007634548,-0.0045608814,0.0016206263,-0.00067008233
"42",2143.86,0.03118407,-0.0019602735,0.0015500777,0.0027202549,0.002490863,0.00036448466,-0.001361831
"43",2143.96,0.022833515,0.0059540408,0.0093890585,0.0056856954,0.011370147,-0.0016508324,0.00042380771
"44",2144.06,0.017159758,-0.0011511785,-0.0010425457,0.0047325146,0.0083605968,-0.0048785638,0.00095600637
"45",2144.16,0.032183201,0.0035761875,-0.0022095843,0.0020674201,-0.0022538778,-0.0034228253,0.0023508667
"46",2144.26,0.036428746,0.0053010938,-0.00047721409,0.0061019037,0.0022530664,-0.0038178128,0.0011370971
"47",2144.36,0.010987092,0.0054090128,0.0011443507,0.0051848393,0.0035863795,-0.0026491258,0.0010138203
"48",2144.46,0.020778153,0.0041133722,0.0048219719,0.005179712,0.014185123,0.0020661567,0.00021368592
"49",2144.56,0.059306909,0.005791252,0.0020605661,0.0058174554,0.0092104762,-0.0031633804,0.0022227319
"50",2144.66,0.043380512,0.0049152323,-0.0034955989,0.0081707241,0.0047172777,0.0012044188,0.0031427597
"51",2144.76,0.066080808,0.00054840098,0.007064271,0.0067859533,-0.0048360448,-0.00088266109,0.0035415039
"52",2144.86,0.05203322,0.0065165426,0.008587342,0.010303973,0.0080520368,-0.00046937237,0.0042137929
"53",2144.96,0.034531048,0.0054451821,-0.0028230435,0.0026042633,0.0045413866,0.00092215725,0.0049900437
"54",2145.06,0.046988806,0.0057773812,-0.0078990516,0.0085312424,0.0088812976,-0.0013386643,0.0044523944
"55",2145.16,0.047719161,0.0033060787,-3.5447352e-05,0.0060322829,0.01730861,0.0032519775,0.0052935292
"56",2145.26,0.040186797,0.0062392037,0.0089423671,0.0064912505,0.023741349,0.00085518424,0.0050456457
"57",2145.36,0.053765779,0.0061047554,0.0079723159,0.0096553307,0.015661849,0.0027075069,0.0054989514
"58",2145.46,0.05113246,0.0051165957,-0.0014189483,0.0095328254,0.016307378,0.0071659539,0.0071916881
"59",2145.56,0.045236478,0.0077458573,-0.00091159375,0.013040011,0.0038457125,0.005528336,0.0081883969
"60",2145.66,0.03272426,0.0056616189,-0.0038638311,0.011769006,0.0020348709,0.00673857,0.009157825
"61",2145.76,0.058020545,0.0051545762,-0.0016020571,0.013228396,0.01599393,-1.3094798e-05,0.0093611799
"62",2145.86,0.038346632,0.010967169,-0.00034368791,0.016535136,0.020717035,0.006870181,0.0092880408
"63",2145.96,0.038945672,0.0058225917,0.0088865167,0.012398301,-0.0007742497,0.0056820251,0.011985741
"64",2146.06,0.051433733,0.0077753956,0.012231722,0.015681565,0.029445985,0.0016271325,0.010426907
"65",2146.16,0.049366076,0.01278492,0.024613725,0.014415978,0.011541001,0.011105202,0.01233789
"66",2146.26,0.044136769,0.015012648,0.011030322,0.016297929,0.023927983,0.0084175801,0.013669341
"67",2146.36,0.055119762,0.008645383,0.023436949,0.020760391,0.013264381,0.013446353,0.016384737
"68",2146.46,0.058930959,0.012233261,0.01142329,0.023785423,0.033256287,0.015665044,0.017144767
"69",2146.56,0.062176493,0.014956576,0.024002281,0.022355507,0.024597084,0.014824371,0.018642852
"70",2146.66,0.0885738,0.019217295,0.013349066,0.02606675,0.026136732,0.01198567,0.020267755
"71",2146.76,0.063768517,0.01697389,0.017149804,0.027385286,0.029936241,0.015771812,0.021062439
"72",2146.86,0.068408006,0.018141713,0.022021662,0.026475444,0.028597023,0.017892301,0.023527885
"73",2146.96,0.079279887,0.022369875,0.02729365,0.029263915,0.027306932,0.028242856,0.023643499
"74",2147.06,0.073323299,0.021783249,0.0331566,0.029280457,0.032570438,0.026756317,0.026327928
"75",2147.16,0.084377,0.028171011,0.039635137,0.034434547,0.033540209,0.033983299,0.028955584
"76",2147.26,0.076662816,0.032822412,0.03330949,0.03751556,0.04418808,0.02620807,0.030445558
"77",2147.36,0.073140598,0.02776827,0.032093204,0.039153725,0.051436334,0.026549596,0.034516882
"78",2147.46,0.072375986,0.029598082,0.032163493,0.040927327,0.04560687,0.033553735,0.035307141
"79",2147.56,0.10468245,0.035732625,0.037189247,0.040272106,0.054319121,0.03832945,0.038254793
"80",2147.66,0.087877256,0.034187382,0.052735361,0.04583431,0.044638067,0.040914509,0.040539596
"81",2147.76,0.09526425,0.041548231,0.05488633,0.0498706,0.04597138,0.045074573,0.043376649
"82",2147.86,0.097267346,0.037047555,0.054815034,0.053814793,0.064450162,0.051481948,0.04918878
"83",2147.96,0.10719982,0.044896756,0.060850348,0.056321556,0.079883044,0.049156918,0.049142184
"84",2148.06,0.1018392,0.051291753,0.055798964,0.056515068,0.058578443,0.055262133,0.05465054
"85",2148.16,0.11165046,0.046190585,0.061335654,0.064125068,0.084652323,0.061593968,0.059597797
"86",2148.26,0.12306781,0.05613789,0.062563244,0.066068416,0.075266034,0.060938368,0.064328283
"87",2148.36,0.13882863,0.055591056,0.073831037,0.073093332,0.103531,0.070994317,0.069737838
"88",2148.46,0.14892273,0.059146378,0.092165755,0.080287994,0.099814012,0.081205123,0.073803263
"89",2148.56,0.12795587,0.071817601,0.090524715,0.083036736,0.10006652,0.082056542,0.079868294
"90",2148.66,0.13142363,0.072298114,0.093845297,0.090756891,0.1022743,0.088052225,0.085050018
"91",2148.76,0.14728546,0.077322109,0.097313619,0.096378687,0.11496587,0.098674723,0.095854527
"92",2148.86,0.14722793,0.084838507,0.11249038,0.1028763,0.11573914,0.10684973,0.10203089
"93",2148.96,0.17727174,0.086686406,0.12229308,0.11136032,0.13254758,0.12393466,0.11006309
"94",2149.06,0.17046666,0.10115187,0.13002741,0.12244471,0.13594425,0.12974527,0.12052695
"95",2149.16,0.17959105,0.10826673,0.14958715,0.12572436,0.14843931,0.14323451,0.1309193
"96",2149.26,0.19091748,0.11640171,0.14260898,0.13912742,0.1614846,0.15126976,0.14020494
"97",2149.36,0.19841559,0.12605239,0.1595771,0.14667422,0.17536506,0.17594645,0.15249883
"98",2149.46,0.22648968,0.13835463,0.18108824,0.16049622,0.18285895,0.19410782,0.16836797
"99",2149.56,0.2512203,0.15080881,0.20076493,0.18073249,0.21596787,0.21384798,0.18220507
"100",2149.66,0.27263776,0.16908704,0.23348589,0.20030602,0.24540207,0.22928992,0.2020808
"101",2149.76,0.30347956,0.1835923,0.24027222,0.22303793,0.26363521,0.26172454,0.22399521
"102",2149.86,0.31655348,0.20769819,0.26821007,0.24312973,0.29606618,0.29826853,0.24972008
"103",2149.96,0.37402184,0.23379004,0.3012696,0.26953466,0.33656387,0.33662171,0.2811916
"104",2150.06,0.40517678,0.25949484,0.34912166,0.30537318,0.38825279,0.3792882,0.31971557
"105",2150.16,0.47996856,0.30316736,0.40006395,0.34823633,0.43825172,0.43631482,0.3651976
"106",2150.26,0.55331589,0.35056583,0.4732412,0.3999263,0.52463442,0.51837157,0.41824083
"107",2150.36,0.63698656,0.40627352,0.5446271,0.4658118,0.6229256,0.60877169,0.49297005
"108",2150.46,0.7338493,0.48602259,0.64262477,0.54462513,0.72448867,0.72316326,0.57718707
"109",2150.56,0.87394484,0.56871262,0.77208503,0.6514864,0.89242288,0.86876411,0.68533078
"110",2150.66,1.0340608,0.66765211,0.90598981,0.7613995,1.0365598,1.0234335,0.81417101
"111",2150.76,1.1871969,0.77629352,1.0710125,0.89129938,1.1983629,1.2066306,0.95946079
"112",2150.86,1.3444846,0.90197661,1.245115,1.0370435,1.3921774,1.4113867,1.1211116
"113",2150.96,1.4999742,1.0474976,1.4683967,1.2074442,1.5706249,1.6470725,1.298519
"114",2151.06,1.7295455,1.1934455,1.7280472,1.379667,1.7881581,1.8897157,1.5095112
"115",2151.16,1.9826625,1.3818909,1.9736254,1.5919464,2.06545,2.1933119,1.7484108
"116",2151.26,2.2859215,1.5960669,2.3245672,1.8541837,2.4180148,2.5680401,2.0426314
"117",2151.36,2.6661813,1.860337,2.6825083,2.156456,2.7912722,3.0047111,2.3890909
"118",2151.46,3.0977649,2.1930705,3.2192154,2.536288,3.2606031,3.5362337,2.8438919
"119",2151.56,3.6053898,2.5712279,3.7982626,3.0046051,3.7804468,4.1577317,3.3697409
"120",2151.66,4.0887922,2.9987197,4.5026492,3.5324057,4.3634979,4.9093849,4.0014244
"121",2151.76,4.62967,3.4967186,5.2972929,4.1266424,4.9407421,5.6319175,4.6706226
"122",2151.86,5.1108906,4.0103086,6.076467,4.7725614,5.4840687,6.418319,5.2994527
"123",2151.96,5.5561713,4.4891353,6.8477616,5.3597915,5.9493908,7.1277832,5.927575
"124",2152.06,5.9117743,4.9284958,7.4159744,5.8528844,6.3142473,7.6786515,6.4132327
"125",2152.16,6.2044069,5.2412466,7.8549758,6.25556,6.5700607,8.0354957,6.7439727
"126",2152.26,6.3943616,5.4694944,8.2085339,6.5737415,6.792261,8.3067533,6.9291292
"127",2152.36,6.4791333,5.6160247,8.3510077,6.7041181,6.8921439,8.3526756,6.9919353
"128",2152.46,6.5581575,5.7077511,8.3835993,6.799805,6.9045506,8.3850007,6.9080003
"129",2152.56,6.5371502,5.7033987,8.3550634,6.813887,6.8566189,8.3126653,6.7704846
"130",2152.66,6.5004256,5.6650788,8.2091967,6.7522331,6.8272574,8.1480958,6.5473957
"131",2152.76,6.4476907,5.5911272,7.9967853,6.6185633,6.6722869,7.9323859,6.2936122
"132",2152.86,6.3152074,5.3840184,7.7117347,6.4244528,6.5154595,7.6369058,6.0026606
"133",2152.96,6.099592,5.2122879,7.3006738,6.200745,6.3004258,7.3152135,5.6787067
"134",2153.06,5.9349063,4.9365928,6.9908151,5.8898884,6.0842131,6.9549581,5.3549002
"135",2153.16,5.6905835,4.7050664,6.5795079,5.5799348,5.808006,6.5355549,5.0162958
"136",2153.26,5.4419676,4.4478924,6.2759898,5.3309817,5.5560678,6.1735998,4.69274
"137",2153.36,5.1970083,4.2153531,5.8773021,5.020071,5.2645821,5.7748946,4.4447519
"138",2153.46,4.9143517,3.9400921,5.5317394,4.739805,4.9826172,5.4246104,4.1946182
"139",2153.56,4.6245839,3.7056717,5.2099999,4.4536339,4.670891,5.1040134,3.9611184
"140",2153.66,4.3000682,3.461629,4.9003752,4.2071006,4.4128806,4.7960315,3.7771589
"141",2153.76,4.0314824,3.2579929,4.6446696,3.9528022,4.0793811,4.5207584,3.6202664
"142",2153.86,3.7222396,3.0606149,4.4290571,3.7347466,3.816124,4.2863523,3.4684467
"143",2153.96,3.5059675,2.9121373,4.2228816,3.5718406,3.5737755,4.081369,3.3694852
"144",2154.06,3.2365232,2.776042,4.0487595,3.4176747,3.3891222,3.9026358,3.2898857
"145",2154.16,3.0517262,2.6484405,3.9291107,3.3011602,3.1796596,3.7634477,3.2141572
"146",2154.26,2.8637676,2.530483,3.7837304,3.1884017,2.9888949,3.6561374,3.1394903
"147",2154.36,2.6852434,2.4411249,3.6783816,3.0811509,2.8122494,3.5364764,3.0996544
"148",2154.46,2.4958707,2.3485689,3.6131383,3.0024863,2.6789245,3.4345294,3.0556452
"149",2154.56,2.3641652,2.2630597,3.5393198,2.9297988,2.5425635,3.3629872,3.0072933
"150",2154.66,2.2527125,2.2159639,3.4858957,2.8715399,2.4356593,3.285213,2.9841281
"151",2154.76,2.1770076,2.1562469,3.4172358,2.7783926,2.3039752,3.243018,2.968395
"152",2154.86,2.060868,2.1043797,3.3676037,2.7449094,2.2232461,3.1890011,2.9343249
"153",2154.96,1.9938703,2.057935,3.3188396,2.6863615,2.1380463,3.1242575,2.8973866
"154",2155.06,1.9209837,2.0033656,3.2380342,2.6583319,2.0761625,3.0615912,2.8541221
"155",2155.16,1.8595619,1.9573731,3.1721322,2.582069,1.9993341,3.0113173,2.822323
"156",2155.26,1.7891096,1.9071736,3.0746814,2.5430239,1.949457,2.9559633,2.7935984
"157",2155.36,1.7378495,1.8420883,3.0262066,2.4830133,1.9231512,2.8916352,2.7439119
"158",2155.46,1.6729124,1.812121,2.9751402,2.4397426,1.8392386,2.8400015,2.6964226
"159",2155.56,1.6719761,1.7630718,2.864245,2.3836507,1.8068705,2.758896,2.6316284
"160",2155.66,1.6128876,1.7118991,2.8141573,2.3044442,1.7481898,2.6901337,2.584235
"161",2155.76,1.5881328,1.6509088,2.7087963,2.2724238,1.7101524,2.6276109,2.52879
"162",2155.86,1.532307,1.6184129,2.6480097,2.2189503,1.6849373,2.5620855,2.4635904
"163",2155.96,1.5249868,1.5700908,2.5646189,2.1507593,1.6962533,2.5088655,2.3986856
"164",2156.06,1.4833631,1.5398341,2.4809757,2.11101,1.6211836,2.4357332,2.3515723
"165",2156.16,1.4582447,1.4947278,2.436533,2.0619246,1.6085058,2.374574,2.2965108
"166",2156.26,1.4750459,1.4576848,2.3703478,2.0054353,1.5732195,2.3031489,2.2423119
"167",2156.36,1.4543013,1.4117213,2.2803332,1.9476278,1.544084,2.2586575,2.1796855
"168",2156.46,1.4181524,1.3801261,2.2304241,1.9094676,1.5235949,2.2023971,2.118482
"169",2156.56,1.4082059,1.3479522,2.1791546,1.8571137,1.5137468,2.147179,2.0849944
"170",2156.66,1.4067948,1.3147183,2.1220616,1.8120733,1.4892391,2.1053164,2.0293282
"171",2156.76,1.3609388,1.284042,2.0270792,1.782274,1.4775635,2.056085,2.0048359
"172",2156.86,1.3430225,1.267054,1.9806482,1.7371975,1.4586367,2.015042,1.9644469
"173",2156.96,1.3581975,1.2435763,1.9412471,1.7058994,1.4450353,1.9762425,1.9256064
"174",2157.06,1.3481297,1.2107874,1.9194887,1.6690755,1.4319742,1.9439433,1.90963
"175",2157.16,1.3310316,1.1981764,1.8544978,1.6429239,1.4305466,1.9082599,1.8755894
"176",2157.26,1.339156,1.177401,1.8168757,1.6220454,1.4231745,1.8846477,1.8698544
"177",2157.36,1.3396035,1.15855,1.8070659,1.6102501,1.3897355,1.8624217,1.8511279
"178",2157.46,1.3314246,1.1464672,1.7816632,1.5705007,1.3848885,1.8384847,1.8255885
"179",2157.56,1.339347,1.1290017,1.7295318,1.5339838,1.3858092,1.8136866,1.8442292
"180",2157.66,1.3082487,1.110545,1.7071456,1.5318316,1.3952485,1.801107,1.8156448
"181",2157.76,1.3186458,1.0959807,1.6854918,1.5046868,1.3758599,1.7756064,1.7908648
"182",2157.86,1.3015376,1.0945476,1.6538656,1.4847112,1.3725654,1.7442401,1.7700001
"183",2157.96,1.2978134,1.0739783,1.6288816,1.4675129,1.371177,1.7150002,1.7457658
"184",2158.06,1.3302714,1.0660194,1.6057135,1.4468221,1.3585483,1.7011893,1.7262134
"185",2158.16,1.3104863,1.0553655,1.577393,1.433835,1.3587321,1.6774714,1.6947092
"186",2158.26,1.2813376,1.0477068,1.5550621,1.3975221,1.3474396,1.6519708,1.6572253
"187",2158.36,1.3052601,1.0341915,1.5428514,1.3944146,1.3451474,1.6275541,1.6340453
"188",2158.46,1.2957479,1.0321036,1.5302283,1.3721961,1.3691382,1.6159868,1.5980803
"189",2158.56,1.3119734,1.0266335,1.5089871,1.3633588,1.3401599,1.596518,1.5620342
"190",2158.66,1.3038754,1.0157951,1.4920179,1.3544979,1.348715,1.5729889,1.5305889
"191",2158.76,1.3139897,1.00797,1.4726788,1.3418846,1.3465799,1.5569119,1.4944322
"192",2158.86,1.2865076,0.9981264,1.4740726,1.3252822,1.356147,1.5265125,1.4614754
"193",2158.96,1.2839551,1.0042971,1.4557677,1.3066266,1.3448054,1.5099142,1.4235786
"194",2159.06,1.2834329,1.0032004,1.451812,1.3187909,1.3516017,1.493467,1.3951637
"195",2159.16,1.2919411,1.0066002,1.4424946,1.3032214,1.3521784,1.4904432,1.367206
"196",2159.26,1.300813,1.0028375,1.432063,1.2965023,1.3586112,1.4675185,1.3479707
"197",2159.36,1.3024928,0.9905702,1.4600317,1.301418,1.3537741,1.4655409,1.3239428
"198",2159.46,1.2831825,0.99788041,1.4315757,1.307493,1.3654438,1.4533277,1.2942524
"199",2159.56,1.3052162,1.0011138,1.4417108,1.3083998,1.3584648,1.455588,1.2901911
"200",2159.66,1.3189568,1.0035875,1.4183888,1.3126781,1.3578035,1.4520581,1.2746497
"201",2159.76,1.3088183,1.0069728,1.4448247,1.3205608,1.3692472,1.4516744,1.2622125
"202",2159.86,1.3203266,1.0136753,1.4596813,1.3234215,1.3583969,1.4628899,1.2467302
"203",2159.96,1.3095517,1.0125496,1.467311,1.3274993,1.3827514,1.4650973,1.2509342
"204",2160.06,1.3154539,1.0117604,1.4677937,1.3556378,1.396622,1.4812077,1.2585594
"205",2160.16,1.312164,1.0321874,1.4919888,1.3547858,1.3780489,1.4769035,1.2608169
"206",2160.26,1.3347633,1.0323713,1.5024256,1.3648589,1.3950833,1.484478,1.2550525
"207",2160.36,1.353009,1.0312385,1.5125607,1.3775721,1.4004549,1.4908514,1.2678462
"208",2160.46,1.317052,1.0439205,1.542253,1.3985416,1.3973373,1.5040762,1.2729351
"209",2160.96,1.3498557,1.0893668,1.6099987,1.452945,1.4368504,1.569853,1.3255493
"210",2161.46,1.3705581,1.1270826,1.6750236,1.5315428,1.475214,1.6338621,1.3850723
"211",2161.96,1.4016748,1.1640026,1.7658908,1.5776287,1.5117206,1.6930895,1.4596807
"212",2162.46,1.4429533,1.1962742,1.8521226,1.6278138,1.564449,1.7603582,1.5201843
"213",2162.96,1.4960501,1.2135806,1.8696304,1.6712451,1.5928594,1.8016562,1.591696
"214",2163.46,1.5093686,1.2267486,1.86185,1.6874086,1.6417067,1.8242204,1.6267695
"215",2163.96,1.576607,1.245227,1.8859261,1.6975768,1.685661,1.8440274,1.6717746
"216",2164.46,1.6185622,1.2703506,1.9052684,1.7331348,1.7334472,1.9041235,1.7424827
"217",2164.96,1.636002,1.2954633,1.9512039,1.7762772,1.7814299,1.9505999,1.8431332
"218",2165.46,1.6860078,1.3329006,2.0199839,1.8459651,1.8158633,1.9982017,1.9285802
"219",2165.96,1.6977405,1.3695602,2.0861599,1.905089,1.8538928,2.0792413,1.9786434
"220",2166.46,1.7365139,1.3877347,2.1353581,1.9475994,1.9055798,2.109401,2.0053925
"221",2166.96,1.7504082,1.4185521,2.1674368,1.9999875,1.9281439,2.1561379,2.0089604
"222",2167.46,1.7806562,1.4542313,2.1986722,2.0442676,1.9450192,2.1838124,2.0272157
"223",2167.96,1.7728432,1.4691538,2.2332502,2.0802229,1.9583867,2.2068524,2.0444977
"224",2168.46,1.785091,1.4847238,2.2645902,2.1031582,1.9554931,2.2180668,2.0282465
"225",2168.96,1.7591061,1.4840805,2.2665484,2.1335876,1.9689786,2.2260404,2.0249499
"226",2169.46,1.755283,1.48411,2.2798641,2.1319277,1.9617028,2.2103474,1.9975063
"227",2169.96,1.761551,1.4752588,2.2335172,2.1099343,1.9508407,2.1977101,1.9656018
"228",2170.46,1.7337681,1.464219,2.2260322,2.0822887,1.9106888,2.1519371,1.9241491
"229",2170.96,1.7057932,1.4422618,2.1828002,2.0476546,1.8772969,2.1171326,1.895216
"230",2171.46,1.6811821,1.4133484,2.1310546,2.0051652,1.8475207,2.0668688,1.8467809
"231",2171.96,1.6466718,1.3821415,2.0965331,1.9555609,1.820594,2.0203178,1.7996656
"232",2172.46,1.6227879,1.3383677,2.03114,1.9051259,1.7837828,1.9518338,1.7425006
"233",2172.96,1.5937019,1.2980232,1.9653036,1.8437838,1.7312901,1.9032281,1.6956212
"234",2173.46,1.5611311,1.2589412,1.9044966,1.7936919,1.6815584,1.8364627,1.6406535
"235",2173.96,1.5290754,1.2140785,1.8357486,1.7359253,1.666265,1.7892507,1.582847
"236",2174.46,1.4807569,1.1735784,1.7736181,1.677021,1.6227823,1.7143987,1.5382976
"237",2174.96,1.440994,1.1281696,1.7108843,1.6233355,1.5960913,1.659629,1.4875104
"238",2175.46,1.415494,1.0828728,1.6350693,1.5602057,1.5454164,1.5875682,1.4287012
"239",2175.96,1.3674684,1.0562781,1.5878421,1.5094095,1.5112581,1.5215997,1.3826181
"240",2176.46,1.3363925,1.0187697,1.5333818,1.4555435,1.4816489,1.4684465,1.3268246
"241",2176.96,1.3039328,0.98519337,1.489251,1.422103,1.4493968,1.4130045,1.2846345
"242",2177.46,1.2973824,0.95245268,1.4454219,1.3730531,1.4044501,1.3646178,1.2488887
"243",2177.96,1.2607206,0.92074658,1.3867325,1.3305564,1.3760593,1.3304554,1.2148091
"244",2178.46,1.2476146,0.90093095,1.3729994,1.3034526,1.3471282,1.2923497,1.1843129
"245",2178.96,1.2287308,0.87768238,1.3328329,1.2803161,1.3205453,1.2622891,1.1594867
"246",2179.46,1.2127056,0.86329649,1.3171545,1.2549314,1.3224268,1.2369686,1.1365112
"247",2179.96,1.2240039,0.85461528,1.3013099,1.2504165,1.3168017,1.2083734,1.1062878
"248",2180.46,1.1909886,0.83368186,1.2886663,1.2313395,1.2844218,1.1923254,1.1004696
"249",2180.96,1.1970444,0.82918601,1.252926,1.2256021,1.2883078,1.1733351,1.0907879
"250",2181.46,1.1915648,0.81431177,1.2678176,1.2122965,1.2752055,1.1685123,1.0798085
"251",2181.96,1.1816811,0.81872924,1.2746819,1.2022937,1.2661218,1.1503907,1.0754503
"252",2182.46,1.1792823,0.81207017,1.2611088,1.207895,1.2696737,1.1402084,1.069728
"253",2182.96,1.173338,0.80182623,1.2407089,1.2026632,1.2687058,1.1406809,1.0638361
"254",2183.46,1.1572016,0.80316889,1.2498139,1.2055539,1.2680524,1.1251013,1.0632897
"255",2183.96,1.1743687,0.80501437,1.2581187,1.194948,1.2660038,1.1284255,1.0599047
"256",2184.46,1.1913742,0.80744588,1.2477836,1.1893623,1.27494,1.1277271,1.0548607
"257",2184.96,1.1789753,0.80075787,1.2655377,1.1967585,1.2752888,1.1246153,1.0519771
"258",2185.46,1.195213,0.79496336,1.2572217,1.1961496,1.2800591,1.1243325,1.0537017
"259",2185.96,1.1956324,0.79735869,1.2577578,1.1943128,1.2801032,1.1166845,1.0452292
"260",2186.46,1.1904659,0.79862538,1.2622398,1.1937327,1.294699,1.1219576,1.037612
"261",2186.96,1.2006632,0.8018057,1.2722313,1.1857127,1.2982214,1.1221658,1.0331874
"262",2187.46,1.1987089,0.79649592,1.2514866,1.1896942,1.2825841,1.1113262,1.0305323
"263",2187.96,1.2078456,0.79690529,1.2688898,1.1820625,1.3087543,1.1098725,1.0217501
"264",2188.46,1.2031841,0.802162,1.2502504,1.1852494,1.3107046,1.0998337,1.0080058
"265",2188.96,1.2216037,0.79986915,1.2721966,1.1809819,1.311466,1.1010957,1.001384
